year,mileage,trim,is_amg,is_wagon,is_coupe,is_cabriolet,is_sedan,is_manual,price
2018.0,23000.0,C63,1,0,1,0,0,0,54000
1996.0,40000.0,C280,0,0,0,0,1,0,5903
2012.0,46000.0,C350,0,0,1,0,0,0,13250
2023.0,5000.0,C63,1,0,1,0,0,0,90000
2005.0,19000.0,C240,0,1,0,0,0,0,12000
1999.0,30500.0,C43,1,1,0,0,0,0,21759
2008.0,40000.0,C350,0,0,0,0,1,0,11250
2012.0,8500.0,C63,1,0,0,0,1,0,13000
2012.0,26000.0,C63,1,0,1,0,0,0,37250
2020.0,2700.0,C63,1,0,0,0,1,0,50500
2008.0,25500.0,C300,0,0,0,0,1,0,7050
2013.0,44000.0,C63,1,0,0,0,1,0,35000
2003.0,32500.0,C320,0,1,0,0,0,1,9300
2012.0,4200.0,C63,1,0,1,0,0,0,45000
2004.0,32000.0,C240,0,1,0,0,0,0,3800
2023.0,900.0,C63,1,0,1,0,0,0,87000
2015.0,42000.0,C300,0,0,0,0,1,0,10850
2012.0,46000.0,C350,0,0,1,0,0,0,10250
2012.0,8500.0,C63,1,0,1,0,0,0,30000
1998.0,24000.0,C280,0,0,0,0,1,0,5775
2010.0,5000.0,C63,1,1,0,0,0,0,34500
2005.0,37500.0,C55,1,0,0,0,1,0,13500
2003.0,32000.0,C240,0,0,0,0,1,0,3500
2017.0,30500.0,C43,1,0,0,0,1,0,19000
2012.0,46000.0,C250,0,0,0,0,1,0,6000
2012.0,46000.0,C350,0,0,0,0,1,0,8800
2004.0,32000.0,C240,0,0,0,0,1,0,4350
1998.0,22000.0,C43,1,0,0,0,1,0,53000
2000.0,42000.0,C230,0,0,0,0,1,0,11500
2019.0,3900.0,C63,1,0,0,1,0,0,55500
2003.0,27000.0,C240,0,0,0,0,1,0,6000
2017.0,24000.0,C300,0,0,0,0,1,0,11750
2014.0,39000.0,C63,1,0,0,0,1,0,39000
2007.0,30000.0,C230,0,0,0,0,1,0,8300
2006.0,32000.0,C230,0,0,0,0,1,0,6338
1997.0,30500.0,C280,0,0,0,0,1,0,4000
2003.0,40000.0,C32,1,0,0,0,1,0,5600
2009.0,25000.0,C63,1,1,0,0,0,0,16350
2018.0,12000.0,C63,1,0,1,0,0,0,50000
2012.0,46000.0,C250,0,0,0,0,1,0,6400
1999.0,27000.0,C230,0,0,0,0,1,0,13111
2019.0,30500.0,C300,0,0,0,0,1,0,20250
2015.0,31000.0,C350,0,0,1,0,0,0,19250
2014.0,16000.0,C300,0,0,0,0,1,0,16250
2012.0,6000.0,C63,1,0,0,0,1,0,162000
2002.0,38000.0,C240,0,0,0,0,1,0,6805
1999.0,41000.0,C280,0,0,0,0,1,0,9399
1998.0,20000.0,C230,0,0,0,0,1,0,3750
2005.0,43000.0,C240,0,0,0,0,1,0,10000
2009.0,25000.0,C63,1,1,0,0,0,0,19000
2023.0,154.0,C63,1,0,1,0,0,0,106000
2006.0,27000.0,C55,1,0,0,0,1,0,7500
2012.0,30500.0,C300,0,0,0,0,1,0,5200
2003.0,32000.0,C240,0,1,0,0,0,0,10000
2013.0,28000.0,C300,0,0,0,0,1,0,14263
2004.0,32000.0,C240,0,1,0,0,0,0,5500
2007.0,36000.0,C230,0,0,0,0,1,0,13500
2014.0,14000.0,C63,1,0,0,0,1,0,25250
2009.0,17000.0,C350,0,0,0,0,1,0,7600
2011.0,50000.0,C300,0,0,0,0,1,0,7500
2005.0,35000.0,C55,1,0,0,0,1,0,14500
2017.0,24000.0,C300,0,0,0,0,1,0,12000
1996.0,50000.0,C280,0,0,0,0,1,0,6523
2006.0,27000.0,C55,1,0,0,0,1,0,16614
2004.0,30500.0,C320,0,0,1,0,0,0,6600
2007.0,38000.0,C280,0,0,0,0,1,0,6600
2006.0,46000.0,C230,0,0,0,0,1,0,7100
2008.0,25500.0,C300,0,0,0,0,1,1,11600
2023.0,900.0,C63,1,0,1,0,0,0,105000
2011.0,32000.0,C63,1,0,0,0,1,0,38250
2015.0,42000.0,C300,0,0,0,0,1,0,13000
2009.0,30000.0,C63,1,0,0,0,1,0,26000
1999.0,35500.0,C230,0,0,0,0,1,0,4000
2006.0,14000.0,C280,0,0,0,0,1,0,4250
1999.0,30500.0,C43,1,0,0,0,1,0,12999
2012.0,14000.0,C63,1,0,0,0,1,0,130000
2008.0,25500.0,C300,0,0,0,0,1,1,12750
2016.0,36000.0,C300,0,0,0,0,1,0,18077
2015.0,30500.0,C400,0,0,0,0,1,0,16000
2007.0,38000.0,C280,0,0,0,0,1,0,5425
2009.0,2200.0,C63,1,0,0,0,1,0,33750
1995.0,33000.0,C36,1,0,0,0,1,0,7777
2000.0,30500.0,C220,0,1,0,0,0,1,34000
2002.0,22000.0,C230,0,0,1,0,0,0,6900
1995.0,33000.0,C280,0,0,0,0,1,0,6900
2013.0,30000.0,C300,0,0,0,0,1,0,14550
2006.0,14000.0,C280,0,0,0,0,1,0,8900
2019.0,13000.0,C63,1,0,1,0,0,0,59000
2017.0,14000.0,C63,1,0,0,1,0,0,43250
1999.0,19000.0,C280,0,0,0,0,1,0,5850
2005.0,34000.0,C55,1,0,0,0,1,0,27055
1995.0,33000.0,C36,1,0,0,0,1,0,9950
2004.0,32000.0,C240,0,1,0,0,0,0,3900
2010.0,32000.0,C300,0,0,0,0,1,0,14000
2014.0,14000.0,C63,1,0,1,0,0,0,26250
2012.0,9000.0,C63,1,0,0,0,1,0,150000
2006.0,14000.0,C280,0,0,0,0,1,0,6055
2001.0,40000.0,C240,0,0,0,0,1,0,6000
2005.0,22000.0,C230,0,0,1,0,0,0,8300
2005.0,35000.0,C230,0,0,0,0,1,0,11800
2004.0,33000.0,C230,0,0,0,0,1,1,10000
1997.0,41000.0,C230,0,0,0,0,1,0,6100
2003.0,40000.0,C32,1,0,0,0,1,0,12750
2009.0,3500.0,C63,1,0,0,0,1,0,37500
2015.0,29000.0,C63,1,0,0,0,1,0,35805
2005.0,35000.0,C230,0,0,0,0,1,1,3200
2014.0,11000.0,C63,1,0,0,0,1,0,48063
2004.0,32000.0,C240,0,1,0,0,0,0,5000
2014.0,14000.0,C63,1,0,0,0,1,0,31250
2005.0,50000.0,C240,0,0,0,0,1,0,9000
2012.0,26000.0,C63,1,0,0,0,1,0,38500
2006.0,17000.0,C230,0,0,0,0,1,0,9444
2009.0,33000.0,C63,1,0,0,0,1,0,25250
2017.0,14000.0,C63,1,0,0,1,0,0,41050
2007.0,38000.0,C280,0,0,0,0,1,0,6100
2008.0,30500.0,C250,0,0,0,0,1,0,4950
1999.0,30500.0,C43,1,1,0,0,0,0,24202
2005.0,46500.0,C240,0,0,0,0,1,0,8900
2007.0,30500.0,C350,0,0,0,0,1,0,9650
2010.0,5000.0,C63,1,1,0,0,0,0,26000
2017.0,28000.0,C300,0,0,0,1,0,0,24000
2009.0,17000.0,C350,0,0,0,0,1,0,15400
2013.0,27000.0,C63,1,0,0,0,1,0,43000
2018.0,30500.0,C43,1,0,0,0,1,0,17000
1995.0,44000.0,C220,0,0,0,0,1,0,4700
2013.0,39000.0,C63,1,0,1,0,0,0,29500
2009.0,25000.0,C63,1,0,0,0,1,0,15750
2015.0,2600.0,C63,1,0,1,0,0,0,75000
2016.0,40000.0,C63,1,0,0,0,1,0,37000
2013.0,6542.5,C250,0,0,0,0,1,0,6800
2014.0,14000.0,C63,1,0,1,0,0,0,38500
2004.0,30000.0,C230,0,0,0,0,1,0,6650
2005.0,37500.0,C55,1,0,0,0,1,0,17000
1999.0,30500.0,C43,1,0,0,0,1,0,25500
2008.0,34000.0,C300,0,0,0,0,1,1,16500
2005.0,37500.0,C55,1,0,0,0,1,0,13750
2018.0,4000.0,C63,1,0,0,0,1,0,51500
2014.0,30500.0,C250,0,0,0,0,1,0,7200
2005.0,37500.0,C55,1,0,0,0,1,0,15500
2000.0,32000.0,C230,0,0,0,0,1,0,2800
2010.0,41000.0,C300,0,0,0,0,1,0,9700
2009.0,25000.0,C63,1,0,0,0,1,0,19000
2012.0,46000.0,C250,0,0,0,0,1,0,9700
2002.0,38000.0,C320,0,0,0,0,1,0,5000
1998.0,22000.0,C43,1,0,0,0,1,0,4700
2009.0,25000.0,C63,1,0,0,0,1,0,23500
1995.0,30000.0,C280,0,0,0,0,1,0,7458
2014.0,30500.0,C250,0,0,0,0,1,0,11091
2012.0,8500.0,C63,1,0,0,0,1,0,77000
2010.0,37000.0,C350,0,0,0,0,1,0,12500
2012.0,1200.0,C63,1,0,0,0,1,0,173000
2003.0,40000.0,C32,1,0,0,0,1,0,7350
2004.0,39000.0,C32,1,0,0,0,1,0,18255
2005.0,37500.0,C55,1,0,0,0,1,0,8300
1998.0,22000.0,C43,1,0,0,0,1,0,6275
2007.0,36000.0,C230,0,0,0,0,1,0,8200
2019.0,13000.0,C63,1,0,1,0,0,0,60500
2002.0,30500.0,C32,1,0,0,0,1,0,9432
2004.0,30500.0,C320,0,0,0,0,1,0,3400
1999.0,19000.0,C280,0,0,0,0,1,0,12250
2013.0,6542.5,C250,0,0,0,0,1,0,9600
1996.0,8000.0,C220,0,0,0,0,1,0,6700
2012.0,5000.0,C63,1,0,1,0,0,0,40000
2004.0,30500.0,C320,0,1,0,0,0,0,7300
2004.0,38000.0,C240,0,0,0,0,1,0,6900
1999.0,35500.0,C230,0,0,0,0,1,0,6419
2005.0,37500.0,C55,1,0,0,0,1,0,12500
2014.0,14000.0,C63,1,0,0,0,1,0,39500
2012.0,8500.0,C63,1,0,0,0,1,0,16250
2014.0,2200.0,C63,1,0,1,0,0,0,66500
1997.0,30500.0,C280,0,0,0,0,1,0,7001
2006.0,32000.0,C230,0,0,0,0,1,0,6955
2005.0,49000.0,C55,1,0,0,0,1,0,19999
2001.0,40000.0,C240,0,0,0,0,1,0,4000
2014.0,14000.0,C63,1,0,0,0,1,0,43500
2008.0,34000.0,C300,0,0,0,0,1,1,16500
1997.0,41000.0,C230,0,0,0,0,1,0,8550
2004.0,32000.0,C240,0,0,0,0,1,0,5250
2014.0,48000.0,C63,1,0,1,0,0,0,40500
2005.0,35000.0,C230,0,0,0,0,1,1,12500
2009.0,25000.0,C63,1,0,0,0,1,0,11250
2002.0,38000.0,C240,0,0,0,0,1,1,6700
1996.0,49500.0,C280,0,0,0,0,1,0,13400
2011.0,33500.0,C63,1,0,0,0,1,0,21000
2015.0,22000.0,C63,1,0,0,0,1,0,35000
2005.0,23000.0,C55,1,0,0,0,1,0,28500
2010.0,14000.0,C350,0,0,0,0,1,0,21750
2001.0,45000.0,C320,0,0,0,0,1,0,6950
2012.0,8500.0,C63,1,0,0,0,1,0,25000
2005.0,46500.0,C240,0,1,0,0,0,0,10250
2002.0,38000.0,C240,0,0,0,0,1,1,7300
2014.0,6000.0,C63,1,0,0,0,1,0,71000
2004.0,26000.0,C240,0,1,0,0,0,0,13650
2015.0,22000.0,C63,1,0,1,0,0,0,71000
2004.0,30000.0,C230,0,0,0,0,1,0,8500
2014.0,14000.0,C63,1,0,0,0,1,0,52500
2008.0,13000.0,C300,0,0,0,0,1,0,14300
2005.0,35000.0,C230,0,0,1,0,0,0,7600
2006.0,46000.0,C350,0,0,0,0,1,0,7050
2011.0,50000.0,C300,0,0,0,0,1,0,9700
2011.0,30500.0,C350,0,0,0,0,1,0,10500
2014.0,34000.0,C63,1,0,1,0,0,0,47000
2013.0,8000.0,C63,1,0,1,0,0,0,47500
2017.0,14000.0,C63,1,0,0,1,0,0,49250
2012.0,8500.0,C63,1,0,0,0,1,0,33000
2020.0,10000.0,C63,1,0,0,1,0,0,65000
2012.0,8500.0,C63,1,0,0,0,1,0,34500
2012.0,46000.0,C350,0,0,1,0,0,0,10000
1995.0,33000.0,C36,1,0,0,0,1,0,12000
2013.0,6000.0,C63,1,0,1,0,0,0,45000
2005.0,38000.0,C230,0,0,0,0,1,0,7900
2003.0,39000.0,C240,0,0,0,0,1,0,8300
2004.0,39000.0,C32,1,0,0,0,1,0,9800
2006.0,47000.0,C230,0,0,0,0,1,0,8200
1999.0,30500.0,C43,1,0,0,0,1,0,11999
2003.0,37000.0,C240,0,0,0,0,1,0,8200
2015.0,32000.0,C63,1,0,0,0,1,0,45507
1999.0,30500.0,C43,1,0,0,0,1,0,9355
2007.0,12000.0,C230,0,0,0,0,1,0,14500
2014.0,14000.0,C63,1,0,0,0,1,0,35000
1999.0,30500.0,C43,1,0,0,0,1,0,8500
2013.0,27000.0,C63,1,0,1,0,0,0,36750
2012.0,2800.0,C63,1,0,0,0,1,0,173500
2014.0,35000.0,C63,1,0,0,0,1,0,37000
2010.0,11000.0,C300,0,0,0,0,1,0,12500
2012.0,8500.0,C63,1,0,1,0,0,0,24250
2017.0,20000.0,C300,0,0,0,1,0,0,26350
2012.0,30500.0,C300,0,0,0,0,1,0,11111
2004.0,30500.0,C320,0,1,0,0,0,0,7700
2009.0,30500.0,C300,0,0,0,0,1,0,8100
1998.0,21000.0,C230,0,0,0,0,1,0,12000
2014.0,8000.0,C63,1,0,0,0,1,0,60000
1995.0,33000.0,C280,0,0,0,0,1,0,6500
2023.0,900.0,C63,1,0,1,0,0,0,119000
1996.0,50000.0,C280,0,0,0,0,1,0,7555
2002.0,38000.0,C240,0,0,0,0,1,1,10500
2000.0,30000.0,C230,0,0,0,0,1,0,11750
2014.0,35000.0,C63,1,0,0,0,1,0,31500
1997.0,41000.0,C230,0,0,0,0,1,0,6800
1999.0,19000.0,C280,0,0,0,0,1,0,4699
1997.0,30500.0,C280,0,0,0,0,1,0,8988
2013.0,29000.0,C300,0,0,0,0,1,0,18750
2013.0,13000.0,C250,0,0,1,0,0,0,15500
2014.0,14000.0,C63,1,0,0,0,1,0,55500
2004.0,30500.0,C320,0,1,0,0,0,0,6901
1999.0,35500.0,C230,0,0,0,0,1,0,6100
2005.0,35000.0,C230,0,0,0,0,1,0,7700
2004.0,30500.0,C320,0,1,0,0,0,0,6700
2003.0,40000.0,C320,0,0,0,0,1,0,8200
2002.0,22000.0,C230,0,0,1,0,0,1,14918
2005.0,37500.0,C55,1,0,0,0,1,0,7300
2005.0,40000.0,C230,0,0,0,0,1,0,10320
2000.0,32000.0,C230,0,0,0,0,1,0,3500
1995.0,33000.0,C36,1,0,0,0,1,0,11000
2005.0,37500.0,C55,1,0,0,0,1,0,5700
2012.0,8000.0,C63,1,0,0,0,1,0,156063
2014.0,14000.0,C63,1,0,0,0,1,0,39500
2004.0,32000.0,C240,0,1,0,0,0,0,6000
2007.0,46000.0,C230,0,0,0,0,1,0,9000
2023.0,900.0,C63,1,0,1,0,0,0,129000
2003.0,26000.0,C240,0,0,0,0,1,0,12005
2002.0,27000.0,C240,0,0,0,0,1,1,9950
2007.0,37000.0,C230,0,0,0,0,1,0,11555
2007.0,38000.0,C280,0,0,0,0,1,0,10250
2005.0,37500.0,C55,1,0,0,0,1,0,14999
2002.0,38000.0,C320,0,0,0,0,1,0,7989
2003.0,40000.0,C32,1,0,0,0,1,0,15350
2004.0,39000.0,C32,1,0,0,0,1,0,13850
2007.0,38000.0,C230,0,0,0,0,1,0,10250
2020.0,6350.0,C63,1,0,0,0,1,0,59500
2005.0,48000.0,C230,0,0,0,0,1,0,9800
1996.0,49500.0,C280,0,0,0,0,1,0,6800
1997.0,30500.0,C36,1,0,0,0,1,0,11000
2003.0,40000.0,C32,1,0,0,0,1,0,13500
2003.0,40000.0,C32,1,0,0,0,1,0,13800
2010.0,5000.0,C63,1,0,0,0,1,0,29750
1998.0,22000.0,C43,1,0,0,0,1,0,20000
2012.0,7000.0,C63,1,0,0,0,1,0,153000
2002.0,30500.0,C32,1,0,0,0,1,0,14500
2007.0,37000.0,C230,0,0,0,0,1,0,11800
2017.0,12000.0,C63,1,0,1,0,0,0,52555
2013.0,31000.0,C63,1,0,0,0,1,0,33250
2014.0,14000.0,C63,1,0,0,0,1,0,30000
2014.0,34000.0,C63,1,0,1,0,0,0,35750
2012.0,7000.0,C63,1,0,0,0,1,0,162000
2002.0,39000.0,C320,0,0,0,0,1,0,9600
2019.0,13000.0,C63,1,0,0,1,0,0,65000
2004.0,27000.0,C230,0,0,0,0,1,0,10750
2017.0,27000.0,C63,1,0,0,0,1,0,56500
2008.0,25000.0,C300,0,0,0,0,1,0,14250
2011.0,33500.0,C63,1,0,0,0,1,0,21163
2012.0,6000.0,C63,1,0,0,0,1,0,188000
1999.0,19000.0,C280,0,0,0,0,1,0,8700
2006.0,27000.0,C55,1,0,0,0,1,0,22250
2005.0,35000.0,C230,0,0,0,0,1,0,12500
1994.0,44000.0,C280,0,0,0,0,1,0,9300
2005.0,35000.0,C320,0,0,0,0,1,0,9388
2006.0,14000.0,C280,0,0,0,0,1,0,8700
2014.0,14000.0,C63,1,0,0,0,1,0,42500
2008.0,26000.0,C300,0,0,0,0,1,0,13800
1998.0,19000.0,C230,0,0,0,0,1,0,11000
2005.0,50000.0,C240,0,0,0,0,1,0,8605
2000.0,34000.0,C230,0,0,0,0,1,0,9200
2002.0,30000.0,C320,0,0,0,0,1,0,7300
2006.0,14000.0,C280,0,0,0,0,1,0,10250
2004.0,30500.0,C320,0,0,0,0,1,0,9750
2002.0,49000.0,C240,0,0,0,0,1,0,8900
2000.0,32000.0,C230,0,0,0,0,1,0,4900
1995.0,33000.0,C36,1,0,0,0,1,0,14500
2013.0,31000.0,C63,1,0,1,0,0,0,120000
2014.0,14000.0,C63,1,0,0,0,1,0,41000
1995.0,44000.0,C220,0,0,0,0,1,0,7500
2015.0,30500.0,C200,0,0,1,0,0,0,25000
2008.0,6000.0,C350,0,0,0,0,1,0,17250
2007.0,38000.0,C280,0,0,0,0,1,0,11500
2012.0,8500.0,C63,1,0,0,0,1,0,76055
2012.0,7000.0,C63,1,0,0,0,1,0,52500
2011.0,33500.0,C63,1,0,0,0,1,0,27555
2005.0,23000.0,C230,0,0,0,0,1,0,13001
1999.0,41000.0,C43,1,0,0,0,1,0,33000
2005.0,46500.0,C240,0,1,0,0,0,0,10250
2008.0,9000.0,C300,0,0,0,0,1,0,17500
2007.0,33000.0,C230,0,0,0,0,1,0,16750
1996.0,47000.0,C220,0,0,0,0,1,0,7700
2014.0,14000.0,C63,1,0,1,0,0,0,42500
1995.0,44000.0,C220,0,0,0,0,1,0,4645
2017.0,14000.0,C63,1,0,0,1,0,0,50000
2002.0,38000.0,C240,0,0,0,0,1,1,9800
2005.0,50000.0,C55,1,0,0,0,1,0,19250
1997.0,30500.0,C36,1,0,0,0,1,0,15250
2012.0,30000.0,C63,1,0,0,0,1,0,87888
1999.0,30500.0,C43,1,0,0,0,1,0,8400
1995.0,44000.0,C220,0,0,0,0,1,0,7000
2005.0,34000.0,C320,0,0,0,0,1,0,16000
2013.0,40000.0,C63,1,0,1,0,0,0,31250
2003.0,40000.0,C32,1,0,0,0,1,0,24750
1996.0,49000.0,C280,0,0,0,0,1,0,10250
2006.0,32000.0,C230,0,0,0,0,1,0,13750
2016.0,40000.0,C63,1,0,0,0,1,0,36000
1999.0,16000.0,C280,0,0,0,0,1,0,15000
2006.0,27000.0,C55,1,0,0,0,1,0,16550
2005.0,35000.0,C320,0,0,0,0,1,0,12416
2012.0,6000.0,C63,1,0,1,0,0,0,182000
2003.0,32500.0,C320,0,0,1,0,0,1,7500
2005.0,36000.0,C320,0,0,1,0,0,0,16600
2005.0,35000.0,C230,0,0,0,0,1,0,11750
2000.0,32000.0,C230,0,0,0,0,1,0,5900
1999.0,20000.0,C43,1,0,0,0,1,0,26000
2005.0,23000.0,C230,0,0,0,0,1,0,14800
2005.0,35000.0,C230,0,0,0,0,1,0,13000
2015.0,39000.0,C63,1,0,0,0,1,0,49290
2007.0,36000.0,C230,0,0,0,0,1,0,9600
2014.0,2000.0,C63,1,0,1,0,0,0,80507
2007.0,22000.0,C230,0,0,0,0,1,0,16750
2012.0,8500.0,C63,1,0,0,0,1,0,25700
1999.0,30500.0,C43,1,0,0,0,1,0,20000
2010.0,9000.0,C63,1,0,0,0,1,0,42000
2015.0,13000.0,C63,1,0,1,0,0,0,63500
